Diet Plan ID,Goal,BMI Range,BMI Category,Maintenance Calorie Range,Diet Preference,Meal,Option,Quantity,Calories (kcal),Protein (g),Carbs (g),Fats (g),Fiber (g)
18,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Vegetarian,Lunch,Quinoa with chickpeas,1 serving,520,22,85,10,10
18,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Vegetarian,Lunch,Vegetable stir-fry with tofu,1 serving,450,20,60,12,8
18,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Vegetarian,Lunch,Dal with roti & ghee,1 serving,500,15,80,14,10
18,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Vegetarian,Lunch,Paneer curry with rice,1 serving,550,30,70,18,6
18,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Vegetarian,Evening Snack,Hummus with whole wheat pita,1 serving,400,12,50,14,9
18,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Vegetarian,Evening Snack,Cottage cheese with honey,1 serving,350,25,40,8,2
18,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Vegetarian,Evening Snack,Dry fruits & nuts,1 serving,600,18,55,40,7
18,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Vegetarian,Evening Snack,Smoothie with milk & nuts,1 serving,480,20,60,15,5
18,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Vegetarian,Evening Snack,Whole wheat pancakes,1 serving,420,12,75,10,6
18,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Vegetarian,Dinner,Khichdi with ghee,1 serving,450,12,70,15,8
18,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Vegetarian,Dinner,Soybean curry with rice,1 serving,500,25,60,12,10
18,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Vegetarian,Dinner,Vegetable pulao,1 serving,400,8,65,10,7
18,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Vegetarian,Dinner,Dal makhani with roti,1 serving,480,20,55,15,9
18,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Vegetarian,Dinner,Paneer tikka with quinoa,1 serving,520,30,50,18,6
19,Weight Gain,<18.5,Underweight,~2500-2800 kcal,Non-Vegetarian,Breakfast,Omelette with whole wheat toast,1 serving,400,25,30,20,5
19,Weight Gain,<18.5,Underweight,~2500-2800 kcal,Non-Vegetarian,Breakfast,Scrambled eggs with avocado,1 serving,450,22,25,30,6
19,Weight Gain,<18.5,Underweight,~2500-2800 kcal,Non-Vegetarian,Breakfast,Chicken sandwich,1 serving,400,35,40,10,5
19,Weight Gain,<18.5,Underweight,~2500-2800 kcal,Non-Vegetarian,Breakfast,Boiled eggs with peanut butter toast,1 serving,420,28,35,18,4
19,Weight Gain,<18.5,Underweight,~2500-2800 kcal,Non-Vegetarian,Breakfast,Protein shake with eggs,1 serving,500,40,30,15,3
19,Weight Gain,<18.5,Underweight,~2500-2800 kcal,Non-Vegetarian,Mid-Morning Snack,Greek yogurt with honey,1 serving,250,15,40,5,2
19,Weight Gain,<18.5,Underweight,~2500-2800 kcal,Non-Vegetarian,Mid-Morning Snack,Boiled eggs with almonds,1 serving,456,11,68,22,9
19,Weight Gain,<18.5,Underweight,~2500-2800 kcal,Non-Vegetarian,Mid-Morning Snack,Chicken salad,1 serving,204,24,78,12,9
19,Weight Gain,<18.5,Underweight,~2500-2800 kcal,Non-Vegetarian,Mid-Morning Snack,Tuna sandwich,1 serving,350,30,35,8,4
19,Weight Gain,<18.5,Underweight,~2500-2800 kcal,Non-Vegetarian,Mid-Morning Snack,Protein bar,1 serving,250,20,30,6,5
19,Weight Gain,<18.5,Underweight,~2500-2800 kcal,Non-Vegetarian,Lunch,Grilled chicken with brown rice,1 serving,417,19,61,8,4
19,Weight Gain,<18.5,Underweight,~2500-2800 kcal,Non-Vegetarian,Lunch,Fish curry with quinoa,1 serving,454,15,79,6,2
19,Weight Gain,<18.5,Underweight,~2500-2800 kcal,Non-Vegetarian,Lunch,Egg curry with roti,1 serving,482,12,34,10,9
19,Weight Gain,<18.5,Underweight,~2500-2800 kcal,Non-Vegetarian,Lunch,Mutton stew with rice,1 serving,600,35,50,25,7
19,Weight Gain,<18.5,Underweight,~2500-2800 kcal,Non-Vegetarian,Lunch,Chicken biryani with yogurt,1 serving,700,40,60,30,5
19,Weight Gain,<18.5,Underweight,~2500-2800 kcal,Non-Vegetarian,Evening Snack,Boiled eggs with hummus,1 serving,350,28,20,18,6
19,Weight Gain,<18.5,Underweight,~2500-2800 kcal,Non-Vegetarian,Evening Snack,Salmon with whole wheat crackers,1 serving,480,45,40,22,4
19,Weight Gain,<18.5,Underweight,~2500-2800 kcal,Non-Vegetarian,Evening Snack,Chicken soup,1 serving,280,30,20,8,3
19,Weight Gain,<18.5,Underweight,~2500-2800 kcal,Non-Vegetarian,Evening Snack,Grilled fish with veggies,1 serving,400,38,25,18,5
19,Weight Gain,<18.5,Underweight,~2500-2800 kcal,Non-Vegetarian,Evening Snack,Protein smoothie,1 serving,350,30,40,8,6
19,Weight Gain,<18.5,Underweight,~2500-2800 kcal,Non-Vegetarian,Dinner,Grilled fish with rice,1 serving,480,45,50,12,5
19,Weight Gain,<18.5,Underweight,~2500-2800 kcal,Non-Vegetarian,Dinner,Chicken breast with vegetables,1 serving,400,50,25,8,6
19,Weight Gain,<18.5,Underweight,~2500-2800 kcal,Non-Vegetarian,Dinner,Egg fried rice,1 serving,550,20,70,18,3
19,Weight Gain,<18.5,Underweight,~2500-2800 kcal,Non-Vegetarian,Dinner,Mutton curry with roti,1 serving,650,55,40,30,5
19,Weight Gain,<18.5,Underweight,~2500-2800 kcal,Non-Vegetarian,Dinner,Baked chicken with sweet potatoes,1 serving,500,48,55,10,7
20,Weight Gain,18.5 - 24.9,Normal weight,~2700-3000 kcal,Non-Vegetarian,Breakfast,Omelette with whole wheat toast,1 serving,400,25,30,20,5
20,Weight Gain,18.5 - 24.9,Normal weight,~2700-3000 kcal,Non-Vegetarian,Breakfast,Scrambled eggs with avocado,1 serving,450,22,25,30,6
20,Weight Gain,18.5 - 24.9,Normal weight,~2700-3000 kcal,Non-Vegetarian,Breakfast,Chicken sandwich,1 serving,400,35,40,10,5
20,Weight Gain,18.5 - 24.9,Normal weight,~2700-3000 kcal,Non-Vegetarian,Breakfast,Boiled eggs with peanut butter toast,1 serving,420,28,35,18,4
20,Weight Gain,18.5 - 24.9,Normal weight,~2700-3000 kcal,Non-Vegetarian,Breakfast,Protein shake with eggs,1 serving,500,40,30,15,3
20,Weight Gain,18.5 - 24.9,Normal weight,~2700-3000 kcal,Non-Vegetarian,Mid-Morning Snack,Greek yogurt with honey,1 serving,250,15,40,5,2
20,Weight Gain,18.5 - 24.9,Normal weight,~2700-3000 kcal,Non-Vegetarian,Mid-Morning Snack,Boiled eggs with almonds,1 serving,214,25,81,14,4
20,Weight Gain,18.5 - 24.9,Normal weight,~2700-3000 kcal,Non-Vegetarian,Mid-Morning Snack,Chicken salad,1 serving,241,11,81,8,4
20,Weight Gain,18.5 - 24.9,Normal weight,~2700-3000 kcal,Non-Vegetarian,Mid-Morning Snack,Tuna sandwich,1 serving,350,30,35,8,4
20,Weight Gain,18.5 - 24.9,Normal weight,~2700-3000 kcal,Non-Vegetarian,Mid-Morning Snack,Protein bar,1 serving,250,20,30,6,5
20,Weight Gain,18.5 - 24.9,Normal weight,~2700-3000 kcal,Non-Vegetarian,Lunch,Grilled chicken with brown rice,1 serving,378,23,66,22,2
20,Weight Gain,18.5 - 24.9,Normal weight,~2700-3000 kcal,Non-Vegetarian,Lunch,Fish curry with quinoa,1 serving,262,27,81,16,6
20,Weight Gain,18.5 - 24.9,Normal weight,~2700-3000 kcal,Non-Vegetarian,Lunch,Egg curry with roti,1 serving,430,15,70,6,11
20,Weight Gain,18.5 - 24.9,Normal weight,~2700-3000 kcal,Non-Vegetarian,Lunch,Mutton stew with rice,1 serving,600,35,50,25,7
20,Weight Gain,18.5 - 24.9,Normal weight,~2700-3000 kcal,Non-Vegetarian,Lunch,Chicken biryani with yogurt,1 serving,700,40,60,30,5
20,Weight Gain,18.5 - 24.9,Normal weight,~2700-3000 kcal,Non-Vegetarian,Evening Snack,Boiled eggs with hummus,1 serving,350,28,20,18,6
20,Weight Gain,18.5 - 24.9,Normal weight,~2700-3000 kcal,Non-Vegetarian,Evening Snack,Salmon with whole wheat crackers,1 serving,480,45,40,22,4
20,Weight Gain,18.5 - 24.9,Normal weight,~2700-3000 kcal,Non-Vegetarian,Evening Snack,Chicken soup,1 serving,280,30,20,8,3
20,Weight Gain,18.5 - 24.9,Normal weight,~2700-3000 kcal,Non-Vegetarian,Evening Snack,Grilled fish with veggies,1 serving,400,38,25,18,5
20,Weight Gain,18.5 - 24.9,Normal weight,~2700-3000 kcal,Non-Vegetarian,Evening Snack,Protein smoothie,1 serving,350,30,40,8,6
20,Weight Gain,18.5 - 24.9,Normal weight,~2700-3000 kcal,Non-Vegetarian,Dinner,Grilled fish with rice,1 serving,480,45,50,12,5
20,Weight Gain,18.5 - 24.9,Normal weight,~2700-3000 kcal,Non-Vegetarian,Dinner,Chicken breast with vegetables,1 serving,400,50,25,8,6
20,Weight Gain,18.5 - 24.9,Normal weight,~2700-3000 kcal,Non-Vegetarian,Dinner,Egg fried rice,1 serving,550,20,70,18,3
20,Weight Gain,18.5 - 24.9,Normal weight,~2700-3000 kcal,Non-Vegetarian,Dinner,Mutton curry with roti,1 serving,650,55,40,30,5
20,Weight Gain,18.5 - 24.9,Normal weight,~2700-3000 kcal,Non-Vegetarian,Dinner,Baked chicken with sweet potatoes,1 serving,500,48,55,10,7
21,Weight Gain,25 - 29.9,Overweight,~2900-3200 kcal,Non-Vegetarian,Breakfast,Omelette with whole wheat toast,1 serving,400,25,30,20,5
21,Weight Gain,25 - 29.9,Overweight,~2900-3200 kcal,Non-Vegetarian,Breakfast,Scrambled eggs with avocado,1 serving,450,22,25,30,6
21,Weight Gain,25 - 29.9,Overweight,~2900-3200 kcal,Non-Vegetarian,Breakfast,Chicken sandwich,1 serving,400,35,40,10,5
21,Weight Gain,25 - 29.9,Overweight,~2900-3200 kcal,Non-Vegetarian,Breakfast,Boiled eggs with peanut butter toast,1 serving,420,28,35,18,4
21,Weight Gain,25 - 29.9,Overweight,~2900-3200 kcal,Non-Vegetarian,Breakfast,Protein shake with eggs,1 serving,500,40,30,15,3
21,Weight Gain,25 - 29.9,Overweight,~2900-3200 kcal,Non-Vegetarian,Mid-Morning Snack,Greek yogurt with honey,1 serving,250,15,40,5,2
21,Weight Gain,25 - 29.9,Overweight,~2900-3200 kcal,Non-Vegetarian,Mid-Morning Snack,Boiled eggs with almonds,1 serving,251,15,74,14,8
21,Weight Gain,25 - 29.9,Overweight,~2900-3200 kcal,Non-Vegetarian,Mid-Morning Snack,Chicken salad,1 serving,295,28,83,8,11
21,Weight Gain,25 - 29.9,Overweight,~2900-3200 kcal,Non-Vegetarian,Mid-Morning Snack,Tuna sandwich,1 serving,350,30,35,8,4
21,Weight Gain,25 - 29.9,Overweight,~2900-3200 kcal,Non-Vegetarian,Mid-Morning Snack,Protein bar,1 serving,250,20,30,6,5
21,Weight Gain,25 - 29.9,Overweight,~2900-3200 kcal,Non-Vegetarian,Lunch,Grilled chicken with brown rice,1 serving,421,25,22,18,10
21,Weight Gain,25 - 29.9,Overweight,~2900-3200 kcal,Non-Vegetarian,Lunch,Fish curry with quinoa,1 serving,430,8,70,20,8
21,Weight Gain,25 - 29.9,Overweight,~2900-3200 kcal,Non-Vegetarian,Lunch,Egg curry with roti,1 serving,436,12,26,19,10
21,Weight Gain,25 - 29.9,Overweight,~2900-3200 kcal,Non-Vegetarian,Lunch,Mutton stew with rice,1 serving,600,35,50,25,7
21,Weight Gain,25 - 29.9,Overweight,~2900-3200 kcal,Non-Vegetarian,Lunch,Chicken biryani with yogurt,1 serving,700,40,60,30,5
21,Weight Gain,25 - 29.9,Overweight,~2900-3200 kcal,Non-Vegetarian,Evening Snack,Boiled eggs with hummus,1 serving,350,28,20,18,6
21,Weight Gain,25 - 29.9,Overweight,~2900-3200 kcal,Non-Vegetarian,Evening Snack,Salmon with whole wheat crackers,1 serving,480,45,40,22,4
21,Weight Gain,25 - 29.9,Overweight,~2900-3200 kcal,Non-Vegetarian,Evening Snack,Chicken soup,1 serving,280,30,20,8,3
21,Weight Gain,25 - 29.9,Overweight,~2900-3200 kcal,Non-Vegetarian,Evening Snack,Grilled fish with veggies,1 serving,400,38,25,18,5
21,Weight Gain,25 - 29.9,Overweight,~2900-3200 kcal,Non-Vegetarian,Evening Snack,Protein smoothie,1 serving,350,30,40,8,6
21,Weight Gain,25 - 29.9,Overweight,~2900-3200 kcal,Non-Vegetarian,Dinner,Grilled fish with rice,1 serving,480,45,50,12,5
21,Weight Gain,25 - 29.9,Overweight,~2900-3200 kcal,Non-Vegetarian,Dinner,Chicken breast with vegetables,1 serving,400,50,25,8,6
21,Weight Gain,25 - 29.9,Overweight,~2900-3200 kcal,Non-Vegetarian,Dinner,Egg fried rice,1 serving,550,20,70,18,3
21,Weight Gain,25 - 29.9,Overweight,~2900-3200 kcal,Non-Vegetarian,Dinner,Mutton curry with roti,1 serving,650,55,40,30,5
21,Weight Gain,25 - 29.9,Overweight,~2900-3200 kcal,Non-Vegetarian,Dinner,Baked chicken with sweet potatoes,1 serving,500,48,55,10,7
22,Weight Gain,30 - 34.9,Obesity Class 1 ,~3100-3400 kcal,Non-Vegetarian,Breakfast,Omelette with whole wheat toast,1 serving,400,25,30,20,5
22,Weight Gain,30 - 34.9,Obesity Class 1 ,~3100-3400 kcal,Non-Vegetarian,Breakfast,Scrambled eggs with avocado,1 serving,450,22,25,30,6
22,Weight Gain,30 - 34.9,Obesity Class 1 ,~3100-3400 kcal,Non-Vegetarian,Breakfast,Chicken sandwich,1 serving,400,35,40,10,5
22,Weight Gain,30 - 34.9,Obesity Class 1 ,~3100-3400 kcal,Non-Vegetarian,Breakfast,Boiled eggs with peanut butter toast,1 serving,420,28,35,18,4
22,Weight Gain,30 - 34.9,Obesity Class 1 ,~3100-3400 kcal,Non-Vegetarian,Breakfast,Protein shake with eggs,1 serving,500,40,30,15,3
22,Weight Gain,30 - 34.9,Obesity Class 1 ,~3100-3400 kcal,Non-Vegetarian,Mid-Morning Snack,Greek yogurt with honey,1 serving,250,15,40,5,2
22,Weight Gain,30 - 34.9,Obesity Class 1 ,~3100-3400 kcal,Non-Vegetarian,Mid-Morning Snack,Boiled eggs with almonds,1 serving,370,28,40,12,9
22,Weight Gain,30 - 34.9,Obesity Class 1 ,~3100-3400 kcal,Non-Vegetarian,Mid-Morning Snack,Chicken salad,1 serving,228,7,58,18,3
22,Weight Gain,30 - 34.9,Obesity Class 1 ,~3100-3400 kcal,Non-Vegetarian,Mid-Morning Snack,Tuna sandwich,1 serving,350,30,35,8,4
22,Weight Gain,30 - 34.9,Obesity Class 1 ,~3100-3400 kcal,Non-Vegetarian,Mid-Morning Snack,Protein bar,1 serving,250,20,30,6,5
22,Weight Gain,30 - 34.9,Obesity Class 1 ,~3100-3400 kcal,Non-Vegetarian,Lunch,Grilled chicken with brown rice,1 serving,235,26,37,12,2
22,Weight Gain,30 - 34.9,Obesity Class 1 ,~3100-3400 kcal,Non-Vegetarian,Lunch,Fish curry with quinoa,1 serving,212,25,23,20,8
22,Weight Gain,30 - 34.9,Obesity Class 1 ,~3100-3400 kcal,Non-Vegetarian,Lunch,Egg curry with roti,1 serving,359,6,79,17,8
22,Weight Gain,30 - 34.9,Obesity Class 1 ,~3100-3400 kcal,Non-Vegetarian,Lunch,Mutton stew with rice,1 serving,600,35,50,25,7
22,Weight Gain,30 - 34.9,Obesity Class 1 ,~3100-3400 kcal,Non-Vegetarian,Lunch,Chicken biryani with yogurt,1 serving,700,40,60,30,5
22,Weight Gain,30 - 34.9,Obesity Class 1 ,~3100-3400 kcal,Non-Vegetarian,Evening Snack,Boiled eggs with hummus,1 serving,350,28,20,18,6
22,Weight Gain,30 - 34.9,Obesity Class 1 ,~3100-3400 kcal,Non-Vegetarian,Evening Snack,Salmon with whole wheat crackers,1 serving,480,45,40,22,4
22,Weight Gain,30 - 34.9,Obesity Class 1 ,~3100-3400 kcal,Non-Vegetarian,Evening Snack,Chicken soup,1 serving,280,30,20,8,3
22,Weight Gain,30 - 34.9,Obesity Class 1 ,~3100-3400 kcal,Non-Vegetarian,Evening Snack,Grilled fish with veggies,1 serving,400,38,25,18,5
22,Weight Gain,30 - 34.9,Obesity Class 1 ,~3100-3400 kcal,Non-Vegetarian,Evening Snack,Protein smoothie,1 serving,350,30,40,8,6
22,Weight Gain,30 - 34.9,Obesity Class 1 ,~3100-3400 kcal,Non-Vegetarian,Dinner,Grilled fish with rice,1 serving,480,45,50,12,5
22,Weight Gain,30 - 34.9,Obesity Class 1 ,~3100-3400 kcal,Non-Vegetarian,Dinner,Chicken breast with vegetables,1 serving,400,50,25,8,6
22,Weight Gain,30 - 34.9,Obesity Class 1 ,~3100-3400 kcal,Non-Vegetarian,Dinner,Egg fried rice,1 serving,550,20,70,18,3
22,Weight Gain,30 - 34.9,Obesity Class 1 ,~3100-3400 kcal,Non-Vegetarian,Dinner,Mutton curry with roti,1 serving,650,55,40,30,5
22,Weight Gain,30 - 34.9,Obesity Class 1 ,~3100-3400 kcal,Non-Vegetarian,Dinner,Baked chicken with sweet potatoes,1 serving,500,48,55,10,7
23,Weight Gain,35 - 39.9,Obesity Class 2,~3300-3600 kcal,Non-Vegetarian,Breakfast,Omelette with whole wheat toast,1 serving,400,25,30,20,5
23,Weight Gain,35 - 39.9,Obesity Class 2,~3300-3600 kcal,Non-Vegetarian,Breakfast,Scrambled eggs with avocado,1 serving,450,22,25,30,6
23,Weight Gain,35 - 39.9,Obesity Class 2,~3300-3600 kcal,Non-Vegetarian,Breakfast,Chicken sandwich,1 serving,400,35,40,10,5
23,Weight Gain,35 - 39.9,Obesity Class 2,~3300-3600 kcal,Non-Vegetarian,Breakfast,Boiled eggs with peanut butter toast,1 serving,420,28,35,18,4
23,Weight Gain,35 - 39.9,Obesity Class 2,~3300-3600 kcal,Non-Vegetarian,Breakfast,Protein shake with eggs,1 serving,500,40,30,15,3
23,Weight Gain,35 - 39.9,Obesity Class 2,~3300-3600 kcal,Non-Vegetarian,Mid-Morning Snack,Greek yogurt with honey,1 serving,250,15,40,5,2
23,Weight Gain,35 - 39.9,Obesity Class 2,~3300-3600 kcal,Non-Vegetarian,Mid-Morning Snack,Boiled eggs with almonds,1 serving,442,28,33,22,9
23,Weight Gain,35 - 39.9,Obesity Class 2,~3300-3600 kcal,Non-Vegetarian,Mid-Morning Snack,Chicken salad,1 serving,285,16,28,19,6
23,Weight Gain,35 - 39.9,Obesity Class 2,~3300-3600 kcal,Non-Vegetarian,Mid-Morning Snack,Tuna sandwich,1 serving,350,30,35,8,4
23,Weight Gain,35 - 39.9,Obesity Class 2,~3300-3600 kcal,Non-Vegetarian,Mid-Morning Snack,Protein bar,1 serving,250,20,30,6,5
23,Weight Gain,35 - 39.9,Obesity Class 2,~3300-3600 kcal,Non-Vegetarian,Lunch,Grilled chicken with brown rice,1 serving,483,10,72,17,4
23,Weight Gain,35 - 39.9,Obesity Class 2,~3300-3600 kcal,Non-Vegetarian,Lunch,Fish curry with quinoa,1 serving,265,6,21,13,9
23,Weight Gain,35 - 39.9,Obesity Class 2,~3300-3600 kcal,Non-Vegetarian,Lunch,Egg curry with roti,1 serving,369,25,79,19,7
23,Weight Gain,35 - 39.9,Obesity Class 2,~3300-3600 kcal,Non-Vegetarian,Lunch,Mutton stew with rice,1 serving,600,35,50,25,7
23,Weight Gain,35 - 39.9,Obesity Class 2,~3300-3600 kcal,Non-Vegetarian,Lunch,Chicken biryani with yogurt,1 serving,700,40,60,30,5
23,Weight Gain,35 - 39.9,Obesity Class 2,~3300-3600 kcal,Non-Vegetarian,Evening Snack,Boiled eggs with hummus,1 serving,350,28,20,18,6
23,Weight Gain,35 - 39.9,Obesity Class 2,~3300-3600 kcal,Non-Vegetarian,Evening Snack,Salmon with whole wheat crackers,1 serving,480,45,40,22,4
23,Weight Gain,35 - 39.9,Obesity Class 2,~3300-3600 kcal,Non-Vegetarian,Evening Snack,Chicken soup,1 serving,280,30,20,8,3
23,Weight Gain,35 - 39.9,Obesity Class 2,~3300-3600 kcal,Non-Vegetarian,Evening Snack,Grilled fish with veggies,1 serving,400,38,25,18,5
23,Weight Gain,35 - 39.9,Obesity Class 2,~3300-3600 kcal,Non-Vegetarian,Evening Snack,Protein smoothie,1 serving,350,30,40,8,6
23,Weight Gain,35 - 39.9,Obesity Class 2,~3300-3600 kcal,Non-Vegetarian,Dinner,Grilled fish with rice,1 serving,480,45,50,12,5
23,Weight Gain,35 - 39.9,Obesity Class 2,~3300-3600 kcal,Non-Vegetarian,Dinner,Chicken breast with vegetables,1 serving,400,50,25,8,6
23,Weight Gain,35 - 39.9,Obesity Class 2,~3300-3600 kcal,Non-Vegetarian,Dinner,Egg fried rice,1 serving,550,20,70,18,3
23,Weight Gain,35 - 39.9,Obesity Class 2,~3300-3600 kcal,Non-Vegetarian,Dinner,Mutton curry with roti,1 serving,650,55,40,30,5
23,Weight Gain,35 - 39.9,Obesity Class 2,~3300-3600 kcal,Non-Vegetarian,Dinner,Baked chicken with sweet potatoes,1 serving,500,48,55,10,7
24,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Non-Vegetarian,Breakfast,Omelette with whole wheat toast,1 serving,400,25,30,20,5
24,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Non-Vegetarian,Breakfast,Scrambled eggs with avocado,1 serving,450,22,25,30,6
24,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Non-Vegetarian,Breakfast,Chicken sandwich,1 serving,400,35,40,10,5
24,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Non-Vegetarian,Breakfast,Boiled eggs with peanut butter toast,1 serving,420,28,35,18,4
24,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Non-Vegetarian,Breakfast,Protein shake with eggs,1 serving,500,40,30,15,3
24,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Non-Vegetarian,Mid-Morning Snack,Greek yogurt with honey,1 serving,250,15,40,5,2
24,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Non-Vegetarian,Mid-Morning Snack,Boiled eggs with almonds,1 serving,261,5,63,17,4
24,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Non-Vegetarian,Mid-Morning Snack,Chicken salad,1 serving,333,16,27,5,2
24,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Non-Vegetarian,Mid-Morning Snack,Tuna sandwich,1 serving,350,30,35,8,4
24,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Non-Vegetarian,Mid-Morning Snack,Protein bar,1 serving,250,20,30,6,5
24,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Non-Vegetarian,Lunch,Grilled chicken with brown rice,1 serving,483,26,66,11,4
24,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Non-Vegetarian,Lunch,Fish curry with quinoa,1 serving,227,16,54,13,6
24,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Non-Vegetarian,Lunch,Egg curry with roti,1 serving,307,29,55,5,4
24,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Non-Vegetarian,Lunch,Mutton stew with rice,1 serving,600,35,50,25,7
24,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Non-Vegetarian,Lunch,Chicken biryani with yogurt,1 serving,700,40,60,30,5
24,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Non-Vegetarian,Evening Snack,Boiled eggs with hummus,1 serving,350,28,20,18,6
24,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Non-Vegetarian,Evening Snack,Salmon with whole wheat crackers,1 serving,480,45,40,22,4
24,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Non-Vegetarian,Evening Snack,Chicken soup,1 serving,280,30,20,8,3
24,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Non-Vegetarian,Evening Snack,Grilled fish with veggies,1 serving,400,38,25,18,5
24,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Non-Vegetarian,Evening Snack,Protein smoothie,1 serving,350,30,40,8,6
24,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Non-Vegetarian,Dinner,Grilled fish with rice,1 serving,480,45,50,12,5
24,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Non-Vegetarian,Dinner,Chicken breast with vegetables,1 serving,400,50,25,8,6
24,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Non-Vegetarian,Dinner,Egg fried rice,1 serving,550,20,70,18,3
24,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Non-Vegetarian,Dinner,Mutton curry with roti,1 serving,650,55,40,30,5
24,Weight Gain,40+,Obesity Class 3,~3500-3800 kcal,Non-Vegetarian,Dinner,Baked chicken with sweet potatoes,1 serving,500,48,55,10,7
25,Endurance Training,<18.5,Underweight,~2300-2800 kcal,Non-Vegetarian,Breakfast,Omelet with whole wheat toast,"2 eggs, 1 slice toast",350,20,40,10,5
25,Endurance Training,<18.5,Underweight,~2300-2800 kcal,Non-Vegetarian,Breakfast,Scrambled eggs with avocado,"2 eggs, 1/2 avocado",400,22,30,20,6
25,Endurance Training,<18.5,Underweight,~2300-2800 kcal,Non-Vegetarian,Breakfast,Greek yogurt with honey and berries,"200g yogurt, 1 tbsp honey",320,18,45,6,4
25,Endurance Training,<18.5,Underweight,~2300-2800 kcal,Non-Vegetarian,Breakfast,Peanut butter banana smoothie,"1 banana, 1 tbsp peanut butter, 250ml milk",380,15,50,12,5
25,Endurance Training,<18.5,Underweight,~2300-2800 kcal,Non-Vegetarian,Breakfast,Boiled eggs with whole wheat toast,"2 eggs, 1 slice toast",300,18,35,8,4
25,Endurance Training,<18.5,Underweight,~2300-2800 kcal,Non-Vegetarian,Lunch,Grilled chicken with brown rice,"150g chicken, 1 cup rice",500,50,60,12,6
25,Endurance Training,<18.5,Underweight,~2300-2800 kcal,Non-Vegetarian,Lunch,Salmon with quinoa salad,"120g salmon, 1 cup quinoa",550,45,50,18,8
25,Endurance Training,<18.5,Underweight,~2300-2800 kcal,Non-Vegetarian,Lunch,Tuna salad with whole wheat bread,"100g tuna, 2 slices bread",480,42,55,10,7
25,Endurance Training,<18.5,Underweight,~2300-2800 kcal,Non-Vegetarian,Lunch,Beef stir-fry with vegetables,"120g beef, mixed veggies",520,48,40,15,6
25,Endurance Training,<18.5,Underweight,~2300-2800 kcal,Non-Vegetarian,Lunch,Egg curry with brown rice,"2 eggs, 1 cup rice",450,35,55,10,5
25,Endurance Training,<18.5,Underweight,~2300-2800 kcal,Non-Vegetarian,Snack,Protein shake with almonds,"250ml milk, 1 scoop protein, 10 almonds",350,30,20,10,3
25,Endurance Training,<18.5,Underweight,~2300-2800 kcal,Non-Vegetarian,Snack,Boiled eggs with nuts,"2 eggs, 15g mixed nuts",300,28,10,15,2
25,Endurance Training,<18.5,Underweight,~2300-2800 kcal,Non-Vegetarian,Snack,Greek yogurt with granola,"200g yogurt, 30g granola",320,18,40,8,5
25,Endurance Training,<18.5,Underweight,~2300-2800 kcal,Non-Vegetarian,Snack,Cottage cheese with fruit,"100g cottage cheese, 1 fruit",340,25,35,10,4
25,Endurance Training,<18.5,Underweight,~2300-2800 kcal,Non-Vegetarian,Snack,Chicken sandwich with whole wheat bread,"80g chicken, 2 slices bread",400,35,45,8,6
25,Endurance Training,<18.5,Underweight,~2300-2800 kcal,Non-Vegetarian,Dinner,Grilled fish with roasted vegetables,"150g fish, mixed veggies",500,50,45,12,8
